"y1" "y2"
"1" 2.09497206703911 4.95798319327731
"2" 0.893854748603352 7.84313725490196
"3" 2.6536312849162 4.48179271708683
"4" 7.09497206703911 2.35294117647059
"5" 5.69832402234637 7.39495798319328
"6" 1.11731843575419 6.24649859943978
"7" 3.99441340782123 8.17927170868347
"8" 6.4804469273743 5.12605042016807
"9" 4.52513966480447 6.5546218487395
"10" 6.92737430167598 1.5406162464986
"11" 1.89944134078212 6.61064425770308
"12" 8.21229050279329 2.38095238095238
"13" 2.79329608938547 8.31932773109244
"14" 2.43016759776536 8.90756302521008
"15" 9.07821229050279 1.1484593837535
"16" 8.68715083798883 1.79271708683473
"17" 7.76536312849162 3.55742296918768
"18" 5.81005586592179 3.50140056022409
"19" 3.12849162011173 5.68627450980392
"20" 8.21229050279329 0.756302521008402
"21" 5.02793296089385 1.45658263305322
"22" 3.01675977653631 3.16526610644258
"23" 6.14525139664804 4.70588235294118
"24" 2.12290502793296 3.27731092436975
"25" 2.79329608938547 9.2436974789916
"26" 8.5195530726257 4.06162464985994
"27" 0.949720670391061 5.74229691876751
"28" 7.68156424581005 4.53781512605042
"29" 4.63687150837989 2.71708683473389
"30" 3.37988826815642 6.9187675070028
"31" 3.71508379888268 4.48179271708683
"32" 5.94972067039106 6.44257703081233
"33" 7.62569832402234 5.15406162464986
"34" 9.83240223463687 1.87675070028011
"35" 1.59217877094972 9.2436974789916
"36" 2.82122905027933 5.71428571428571
"37" 2.37430167597765 6.21848739495798
"38" 1.81564245810056 8.20728291316527
"39" 1.08938547486034 8.82352941176471
"40" 4.18994413407821 3.19327731092437
"41" 4.05027932960894 4.81792717086835
"42" 5.81005586592179 1.82072829131653
